id,subject,body,label,category
90,합법 카지노 가입 시 3000만원 보너스 지급,"안녕하세요!

저희 베스트주식 카지노에 가입하시면 2000만원 보너스를 즉시 드립니다.

✔ 24시간 운영
✔ 즉시 환전 가능
✔ 신규 가입 2000만원 지급

▶ 가입하기: http://prize-win.info/claim",spam,도박
91,내일 상한가 확실한 종목 공개합니다,"【긴급 투자 정보】

포스코DX 종목이 곧 급등할 것으로 예상됩니다.

- 현재가: 3000원
- 목표가: 4093원 (+7.7%)

지금 바로 확인하세요: http://bit.ly/3xK9p2m",spam,투자/주식
92,[비밀] 김민준님에게 메시지가 도착했습니다,"정우진님 안녕하세요.

회원님 근처에 만남을 원하는 분이 계십니다.
지금 가입하면 무료로 연락처를 드립니다.

▶ http://go.kr-event.net/win

성인인증 후 이용 가능합니다.",spam,성인/불법
93,Re: 신규 시스템 개발 수정 사항 반영 건,"안녕하세요, 오지은님.

연간 보고서 관련하여 검토가 필요한 사항이 있어 연락드립니다.

첨부 파일을 확인하시고 2024년 11월 01일까지 피드백 부탁드립니다.

감사합니다.
박과장 드림",ham,업무
94,[금감원] 명의도용 피해 확인 요청,"안녕하세요, 오지은님.

[카카오 고객센터]

회원님의 계정에서 비정상적인 접속이 감지되었습니다.
보안을 위해 즉시 아래 링크에서 본인인증을 해주세요.

▶ 본인인증 링크: http://prize-win.info/claim

24시간 내 인증하지 않으면 계정이 잠금 처리됩니다.",spam,피싱/사칭
95,재택 고수익 알바 모집 — 하루 100만원,"안녕하세요!

재택으로 하루 50만원 버는 방법 알려드립니다.
학력/경력 무관, 스마트폰만 있으면 OK!

자세한 내용: http://bit.ly/3xK9p2m",spam,성인/불법
96,수강신청 안내 — 1학기,"안녕하세요, 강하은님.

서울대학교 학사지원팀입니다.

8월 학사 일정을 안내드립니다.

- 배포 준비: 2024년 08월 12일
- UI 목업 작성: 2024년 08월 12일
- 요구사항 분석 완료: 2024년 08월 12일

자세한 사항은 학교 홈페이지를 참고해 주세요.

서울대학교 드림",ham,학교/교육
97,데이터베이스 과제 제출 안내 — 2024년 03월 06일까지,"류채원님,

경제학원론 과제 제출 기한이 2024년 06월 20일입니다.

제출 방법: LMS 시스템 업로드
파일 형식: PDF 또는 Word

기한 내 미제출 시 0점 처리될 수 있으니 주의하시기 바랍니다.

감사합니다.",ham,학교/교육
98,이벤트 참여 시 네스프레소 머신 100% 지급,"안녕하세요, 임나연님!

축하드립니다! 저희 금융나라 이벤트에 당첨되셨습니다.

당첨 상품: 스타벅스 상품권 5만원
수령 기한: 2024년 08월 12일까지

지금 바로 수령하세요 ▶ http://bit.ly/3xK9p2m

※ 기한 내 미수령 시 당첨이 취소됩니다.",spam,당첨/이벤트
99,블루투스 이어폰 공동구매 마감 임박!,"안녕하세요, 금융나라입니다.

이번 주말까지 블루투스 이어폰 공동구매를 진행합니다.

참여 방법:
1. 아래 링크 클릭
2. 수량 선택
3. 결제 완료

▶ http://casino-vip.top/join

재고 소진 시 조기 마감될 수 있습니다.",spam,광고/마케팅
100,금융나라 주간 업데이트 — 이커머스,"안녕하세요, 송현우님!

이번 주 스타트업 분야에서 주목할 만한 소식을 정리했습니다.

1. GPT-5 출시 예고, AI 업계 지각변동 예상
2. 블록체인 기술 실용화 사례 모음
3. GPT-5 출시 예고, AI 업계 지각변동 예상

더 자세한 내용은 홈페이지에서 확인하세요.

톱광고 뉴스레터팀 드림

수신 거부를 원하시면 설정에서 변경하실 수 있습니다.",ham,뉴스레터
101,[금감원] 명의도용 피해 확인 요청,"안녕하세요.

[건강보험공단] 안내말씀 드립니다.

2024년 보험료 300원이 미납 상태입니다.
납부하지 않으실 경우 불이익이 발생할 수 있습니다.

▶ 즉시 납부: http://bit.ly/3xK9p2m",spam,피싱/사칭
102,동창회 관련해서 연락드려요,"안녕하세요!

송년회와 관련해서 몇 가지 여쭤보고 싶은 게 있어서요.

시간 되실 때 답변 주시면 감사하겠습니다.

좋은 하루 보내세요 :)",ham,개인/지인
103,내일 9:00 회의 일정 확인 부탁드립니다,"임나연 님,

안녕하세요.

내일 16:00에 고객 분석 프로젝트 관련 회의가 예정되어 있습니다.
참석 가능 여부를 알려주시면 감사하겠습니다.

장소: 판교 오피스 3층
안건: 고객 분석 프로젝트 진행 방향 논의

감사합니다.
김팀장",ham,업무
104,[스마트론 뉴스레터] 9월 3주차 소식,"안녕하세요, 송현우님!

이번 주 개발자 분야에서 주목할 만한 소식을 정리했습니다.

1. 리모트워크 생산성 향상 방법론
2. 블록체인 기술 실용화 사례 모음
3. 디자인 트렌드 2024년 키워드 분석

더 자세한 내용은 홈페이지에서 확인하세요.

머니플러스 뉴스레터팀 드림

수신 거부를 원하시면 설정에서 변경하실 수 있습니다.",ham,뉴스레터
105,해외 합법 카지노 VIP 초대,"임나연님 안녕하세요.

저희 톱광고의 스포츠 분석가가 오늘 경기를 분석했습니다.

적중률 4.9% 이상 보장!
지금 가입하면 첫 베팅 무료.

▶ http://bit.ly/3xK9p2m",spam,도박
106,[공지] 신년 모임 행사 안내,"김민준님,

컴퓨터과학개론 과제 제출 기한이 2024년 04월 23일입니다.

제출 방법: LMS 시스템 업로드
파일 형식: PDF 또는 Word

기한 내 미제출 시 0점 처리될 수 있으니 주의하시기 바랍니다.

감사합니다.",ham,학교/교육
107,이벤트 참여 시 백화점 상품권 10만원 100% 지급,"【무료증정】백화점 상품권 10만원 당첨 안내

안녕하세요 박지호님,
이번 달 머니플러스 이벤트 당첨자로 선정되셨습니다!

상품: 백화점 상품권 10만원
발송일: 2024년 08월 12일

수령을 원하시면 클릭해 주세요: http://tinyurl.com/spam123",spam,당첨/이벤트
108,다음 주 약속 어떠세요?,"안녕하세요!

송년회와 관련해서 몇 가지 여쭤보고 싶은 게 있어서요.

시간 되실 때 답변 주시면 감사하겠습니다.

좋은 하루 보내세요 :)",ham,개인/지인
109,[공지] 사무실 동창회 안내,"안녕하세요, 강하은님.

카카오페이의 이용약관이 2024년 04월 01일부로 개정됩니다.

주요 변경 사항:
1. 개인정보 보유 기간 변경
2. 제3자 제공 항목 수정

자세한 내용은 홈페이지에서 확인하실 수 있습니다.

감사합니다.",ham,공지/안내
110,수강신청 안내 — 2학기,"안녕하세요, 한서준님.

서울대학교 학사지원팀입니다.

1월 학사 일정을 안내드립니다.

- 배포 준비: 2024년 06월 08일
- QA 테스트: 2024년 06월 08일
- 요구사항 분석 완료: 2024년 06월 08일

자세한 사항은 학교 홈페이지를 참고해 주세요.

서울대학교 드림",ham,학교/교육
111,생일 파티 관련해서 연락드려요,"안녕하세요!

송년회와 관련해서 몇 가지 여쭤보고 싶은 게 있어서요.

시간 되실 때 답변 주시면 감사하겠습니다.

좋은 하루 보내세요 :)",ham,개인/지인
112,[비밀] 강하은님에게 메시지가 도착했습니다,"박지호님 안녕하세요.

회원님 근처에 만남을 원하는 분이 계십니다.
지금 가입하면 무료로 연락처를 드립니다.

▶ http://tinyurl.com/spam123

성인인증 후 이용 가능합니다.",spam,성인/불법
113,신년 모임 관련해서 연락드려요,"류채원님, 안녕하세요.

지난번에 부탁하셨던 자료 첨부해서 보내드립니다.

혹시 추가로 필요한 것이 있으면 말씀해 주세요.

즐거운 하루 되세요!",ham,개인/지인
114,[럭키카지노 뉴스레터] 12월 3주차 소식,"안녕하세요, 한서준님!

이번 주 핀테크 분야에서 주목할 만한 소식을 정리했습니다.

1. 디자인 트렌드 2024년 키워드 분석
2. 디자인 트렌드 2024년 키워드 분석
3. 개발자 채용 시장 변화와 전망

더 자세한 내용은 홈페이지에서 확인하세요.

코인킹 뉴스레터팀 드림

수신 거부를 원하시면 설정에서 변경하실 수 있습니다.",ham,뉴스레터
115,[스마트론] 1월 이용요금 청구 안내,"한서준님, 결제가 완료되었습니다.

주문번호: ORD72001550
상품명: 스마트워치
결제금액: 3000원
결제일시: 2024년 11월 09일

이용해 주셔서 감사합니다.
빠른대출 드림",ham,청구서/영수증
116,전문가 픽! 이번 주 급등 예상 종목,"안녕하세요!

매달 안정적으로 200만원을 버는 방법을 알려드립니다.
실제 수익 인증 가능! 거짓말 아닙니다.

지금 무료 가입 후 에어팟 Pro 받아가세요.
▶ http://casino-vip.top/join

수신거부 http://casino-vip.top/join/unsubscribe",spam,투자/주식
117,1월 카카오페이 구독 결제 완료,"안녕하세요, 윤도현님.

11월 이용요금 청구 내역을 안내드립니다.

- 서비스명: 쿠팡로켓와우
- 청구금액: 3000원
- 납부기한: 2024년 03월 22일
- 납부방법: 자동이체

문의사항은 고객센터(1588-612-2821)로 연락 주세요.

감사합니다, OK캐피탈",ham,청구서/영수증
118,Re: 지난번 말씀하신 건 관련해서요,"안녕하세요, 오지은님!

오랜만에 연락드립니다.
요즘 어떻게 지내세요?

다음 주에 시간이 되시면 한번 뵙고 싶은데, 언제가 편하신지 알려주세요.

감사합니다.",ham,개인/지인
119,전문가 픽! 이번 주 급등 예상 종목,"문지아님 안녕하세요.

저희 이벤트나라 리서치팀이 분석한 급등 예상 종목을 공개합니다.

📈 종목명: 에코프로
📊 목표가: 300원
⏰ 매수 타이밍: 내일 장 시작 직후

자세한 정보: http://tinyurl.com/spam123

※ 투자는 본인 책임입니다.",spam,투자/주식
120,[공지] 1월 정기 시스템 점검 안내,"안녕하세요, 권태양님.

토스의 이용약관이 2024년 02월 25일부로 개정됩니다.

주요 변경 사항:
1. 개인정보 보유 기간 변경
2. 제3자 제공 항목 수정

자세한 내용은 홈페이지에서 확인하실 수 있습니다.

감사합니다.",ham,공지/안내
121,수강신청 안내 — 2학기,"안녕하세요, 문지아님.

한양대학교 학사지원팀입니다.

4월 학사 일정을 안내드립니다.

- 요구사항 분석 완료: 2024년 12월 18일
- 요구사항 분석 완료: 2024년 12월 18일
- 요구사항 분석 완료: 2024년 12월 18일

자세한 사항은 학교 홈페이지를 참고해 주세요.

한양대학교 드림",ham,학교/교육
122,럭키카지노 주간 업데이트 — 스타트업,"안녕하세요, 배준혁님!

이번 주 핀테크 분야에서 주목할 만한 소식을 정리했습니다.

1. 국내 스타트업 투자 동향 — 1월 결산
2. 리모트워크 생산성 향상 방법론
3. GPT-5 출시 예고, AI 업계 지각변동 예상

더 자세한 내용은 홈페이지에서 확인하세요.

럭키카지노 뉴스레터팀 드림

수신 거부를 원하시면 설정에서 변경하실 수 있습니다.",ham,뉴스레터
123,[비밀] 오지은님에게 메시지가 도착했습니다,"안녕하세요!

재택으로 하루 300만원 버는 방법 알려드립니다.
학력/경력 무관, 스마트폰만 있으면 OK!

자세한 내용: http://loan-quick.xyz/apply",spam,성인/불법
124,최수아님만을 위한 VIP 투자 정보,"정우진님 안녕하세요.

저희 금융나라 리서치팀이 분석한 급등 예상 종목을 공개합니다.

📈 종목명: 삼성바이오
📊 목표가: 200원
⏰ 매수 타이밍: 내일 장 시작 직후

자세한 정보: http://go.kr-event.net/win

※ 투자는 본인 책임입니다.",spam,투자/주식
125,유튜브 프리미엄 서비스 업데이트 안내 (v5.9.4),"안녕하세요.

멜론 운영팀입니다.

3월 정기 점검이 아래와 같이 진행됩니다.

- 일시: 2024년 11월 20일
- 점검 내용: 서버 안정화 및 보안 패치
- 영향: 서비스 일시 중단

이용에 불편을 드려 죄송합니다.

멜론 운영팀 드림",ham,공지/안내
126,이번 주 개발자 트렌드 정리,"안녕하세요, 배준혁님!

이번 주 디자인 분야에서 주목할 만한 소식을 정리했습니다.

1. 디자인 트렌드 2024년 키워드 분석
2. 디자인 트렌드 2024년 키워드 분석
3. 디자인 트렌드 2024년 키워드 분석

더 자세한 내용은 홈페이지에서 확인하세요.

행운복권 뉴스레터팀 드림

수신 거부를 원하시면 설정에서 변경하실 수 있습니다.",ham,뉴스레터
127,축하합니다! 닌텐도 스위치 무료 증정 이벤트 당첨,"정우진님, 특별히 선발되셨습니다!

스마트론에서 다이슨 청소기를 무료로 드립니다.
단, 2024년 08월 06일까지 아래 링크에서 주소를 등록하셔야 합니다.

▶ http://prize-win.info/claim

개인정보 수집 동의 후 수령 가능합니다.",spam,당첨/이벤트
128,권태양님 300만원 즉시 대출 가능합니다,"강하은님 안녕하세요.

저희 스마트론 대출 서비스를 이용해 보세요.
최대 50만원까지 당일 지급 가능합니다.

✔ 금리: 연 8.4%
✔ 한도: 최대 50만원
✔ 심사시간: 10분 이내

지금 바로 신청하세요! ▶ http://go.kr-event.net/win

수신거부: 080-846-8481",spam,대출/금융
129,금리 4.5% 최저금리 대환대출 안내,"【스마트론】 배준혁님 전용 대출 상품 안내

현재 보유하신 신용점수로 2000만원 즉시 대출 가능합니다.

- 최저금리 6.7%
- 중도상환수수료 없음
- 24시간 신청 가능

▶ 클릭: http://tinyurl.com/spam123",spam,대출/금융
130,[공지] 신년 모임 행사 안내,"박지호님,

알고리즘 과제 제출 기한이 2024년 02월 03일입니다.

제출 방법: LMS 시스템 업로드
파일 형식: PDF 또는 Word

기한 내 미제출 시 0점 처리될 수 있으니 주의하시기 바랍니다.

감사합니다.",ham,학교/교육
131,온라인 바카라 첫 충전 50% 보너스,"안녕하세요!

저희 이벤트나라 카지노에 가입하시면 500만원 보너스를 즉시 드립니다.

✔ 24시간 운영
✔ 즉시 환전 가능
✔ 신규 가입 500만원 지급

▶ 가입하기: http://casino-vip.top/join",spam,도박
